Input;Output
['cloudType | sluierbewolking', 'weatherType | zonnig'];Het is op wat sluierbewolking na zonnig.
['locationArea | in_het_Waddengebied', 'locationArea | landinwaarts', 'maximumTemperature | 18°C', 'maximumTemperature | 23°C', 'weatherArea | lokaal'];De maximumtemperatuur loopt uiteen van 18°C in het Waddengebied tot lokaal 23°C landinwaarts.
['locationArea | in_het_noordelijk_kustgebied', 'windAmount | matig', 'windAmount | vrij_krachtig', 'windDirection | oostelijke'];De oostelijke wind is matig, in het noordelijk kustgebied vrij krachtig.
['timePoint | In_de_loop_van_de_avond', 'windChange | af'];In de loop van de avond neemt de wind af.
['temperatureCelsius | 9°C', 'temperatureChange | koelt', 'timePoint | Komende_nacht', 'weatherType | helder'];Komende nacht is het helder en koelt het af tot ongeveer 9°C.
['windAmount | zwak_tot_matig', 'windDirection | oost_tot_noordoost'];De wind komt uit oost tot noordoost en is zwak tot matig.
['maximumTemperature | 23°C', 'temperatureChange | warmer', 'timePoint | Morgen', 'timePoint | vandaag', 'weatherType | zonnig'];Morgen is het opnieuw zonnig en wordt het iets warmer dan vandaag met een maximumtemperatuur rond 23°C.
['locationArea | In_het_noordelijk_kustgebied', 'temperatureCelsius | 19°C'];In het noordelijk kustgebied blijft de temperatuur rond 19°C steken.
['locationArea | in_het_noordelijk_kustgebied', 'timePoint | in_de_middag', 'weatherOccurringChance | mogelijk', 'windAmount | matig', 'windAmount | vrij_krachtig', 'windChange | noordoost', 'windDirection | oostenwind'];De oostenwind wordt matig, in het noordelijk kustgebied in de middag mogelijk vrij krachtig en daar draait de wind naar noordoost.
['cloudAmount | zwaar_bewolkt', 'compassDirection | zuidoosten', 'weatherIntensity | enkele', 'weatherType | regenbuien'];Het is zwaar bewolkt en van het zuidoosten en oosten uit trekken enkele regenbuien langzaam noordwestwaarts.
['cloudAmount | wolkenvelden', 'locationArea | in_het_westen', 'timePoint | Komende_nacht', 'weatherType | bui'];Komende nacht zijn er wolkenvelden aanwezig en met name in het westen en noordwesten komt nog een bui voor.
['compassDirection | oosten', 'weatherType | klaart_het_op'];Van het oosten uit klaart het op.
['locationArea | in_het_zuiden', 'weatherType | mistbanken'];Vooral in het zuiden kunnen mistbanken ontstaan.
['minimumTemperature | 9°C'];De minimumtemperatuur is circa 9°C.
['locationArea | in_het_Waddengebied', 'weatherFrequency | soms', 'windAmount | matig', 'windDirection | oostenwind'];De oostenwind is matig, in het Waddengebied soms vrij krachtig.
['timePoint | Aan_het_einde_van_de_avond', 'windAmount | zwak_tot_matig', 'windChange | af', 'windDirection | tussen_oost_en_noordoost'];Aan het einde van de avond neemt de wind af naar zwak tot matig en komt dan uit richtingen tussen oost en noordoost.
['timePoint | Morgen_overdag', 'weatherFrequency | perioden', 'weatherType | zonnige'];Morgen overdag zijn er zonnige perioden.
['cloudChange | ontstaan', 'cloudType | stapelwolken', 'timePoint | In_de_middag', 'weatherIntensity | enkele', 'weatherType | buien'];In de middag ontstaan er steeds meer stapelwolken en komen er enkele buien voor die gepaard kunnen gaan met onweer.
['timePoint | In_de_avond', 'weatherChange | verdwijnen', 'weatherType | buien'];In de avond verdwijnen de buien weer.
['temperatureCelsius | 19°C', 'timePoint | middagtemperaturen'];De middagtemperaturen lopen uiteen van 19°C aan zee tot 23°C in het oosten.
['windAmount | zwak', 'windDirection | uiteenlopende'];De wind is zwak en komt uit uiteenlopende richtingen.
['cloudAmount | meer_bewolking', 'locationArea | in_het_noordoosten', 'timePoint | Vandaag', 'timePoint | in_de_ochtend', 'weatherFrequency | af_en_toe', 'weatherFrequency | perioden', 'weatherIntensity | licht', 'weatherType | regent', 'weatherType | zon'];Vandaag zijn er perioden met zon, in de ochtend komt er in het noordoosten meer bewolking voor en regent het af en toe licht.
['locationArea | in_de_kustgebieden', 'locationArea | in_het_oosten_van_het_land', 'maximumTemperature | 22°C', 'maximumTemperature | 26°C'];De maximumtemperaturen variëren van 22°C in de kustgebieden tot ongeveer 26°C in het oosten van het land.
['timePoint | in_de_avond', 'windAmount | zwak', 'windAmount | zwak_tot_matig', 'windChange | west_tot_noordwest', 'windDirection | noordelijk', 'windDirection | zuidwestenwind'];De zuidwestenwind draait geleidelijk naar west tot noordwest en is zwak tot matig, in de avond wordt de wind noordelijk en zwak.
['locationArea | overal', 'timePoint | Komende_nacht', 'weatherIntensity | breed', 'weatherType | droog', 'weatherType | klaart'];Komende nacht klaart het overal breed op en blijft het droog.
['minimumTemperature | 14°C'];De minimumtemperatuur ligt rond 14°C.
['windAmount | zwak_tot_matig', 'windChange | oosten'];De wind draait naar het oosten en is zwak tot matig.
['cloudAmount | wolkenvelden', 'timePoint | Morgen_overdag', 'weatherFrequency | perioden', 'weatherType | zonnige'];Morgen overdag zijn er naast wolkenvelden ook zonnige perioden.
['compassDirection | zuidwesten', 'timePoint | In_de_avond', 'weatherOccurringChance | toe', 'weatherType | bui'];In de avond neemt van het zuidwesten uit de kans op een bui toe.
['locationArea | in_het_oosten_van_het_land', 'maximumTemperature | 26°C', 'temperatureCelsius | 29°C', 'temperatureHotCold | warmere', 'timePoint | die_dag', 'timePoint | in_het_zuidwesten', 'windAmount | matige', 'windDirection | zuidenwind'];Met een matige zuidenwind wordt er die dag weer warmere lucht aangevoerd waardoor de maximumtemperatuur uitkomt op 26°C in het zuidwesten en ongeveer 29°C in het oosten van het land.
['cloudAmount | half_tot_zwaar_bewolkt', 'locationArea | in_het_westen_en_noordwesten', 'weatherIntensity | enkele', 'weatherType | bui'];Het is half tot zwaar bewolkt en in het westen en noordwesten komt een enkele bui voor.
['locationArea | landinwaarts', 'timePoint | In_de_loop_van_de_dag', 'weatherOccurringChance | kleine_kans', 'weatherType | bui'];In de loop van de dag komt er met name landinwaarts een bui voor, met daarbij een kleine kans op onweer.
['compassDirection | westen', 'locationArea | op_steeds_meer_plaatsen', 'weatherType | zon'];Van het westen uit breekt de zon op steeds meer plaatsen door.
['maximumTemperature | 21°C'];De maxima liggen tussen 21°C in het uiterste noordwesten en 24°C in het zuidoosten.
['timePoint | in_de_loop_van_de_middag', 'weatherFrequency | af_en_toe', 'windAmount | krachtig', 'windAmount | matig', 'windDirection | zuidwestenwind', 'windSpeedBft | 6'];De zuidwestenwind is matig, aan zee en op het IJsselmeer vrij krachtig, in de loop van de middag langs de westkust af en toe krachtig, 6 Bft.
['cloudAmount | wisselend_bewolkt', 'locationArea | in_de_kustgebieden', 'timePoint | Komende_nacht', 'weatherIntensity | enkele', 'weatherOccurringChance | waarschijnlijk'];Komende nacht is het wisselend bewolkt en komen in de kustgebieden enkele buien voor, dieper landinwaarts blijft het waarschijnlijk droog.
['minimumTemperature | 14°C'];De minima liggen tussen 14°C in het zuidoosten en 17°C aan zee.
['windAmount | matige', 'windDirection | zuidwestenwind'];Er staat een matige zuidwestenwind.
['locationArea | Aan_zee', 'locationArea | op_het_IJsselmeer', 'windAmount | vrij_krachtig'];Aan zee en op het IJsselmeer is de wind vrij krachtig.
['cloudAmount | wolkenvelden', 'locationArea | in_het_noordoosten', 'timePoint | Donderdag', 'weatherOccurringChance | kans', 'weatherType | bui'];Donderdag begint de dag met wolkenvelden en in het noordoosten is er aanvankelijk nog kans op een bui.
['temperatureCelsius | 21°C', 'timePoint | In_de_middag', 'weatherFrequency | perioden', 'weatherType | zon'];In de middag zijn er perioden met zon en dan lopen de temperaturen uiteen van 21°C in het noordwesten tot 25°C in het zuidoosten.
['weatherOccurringChance | mogelijk', 'windAmount | krachtig', 'windAmount | matig', 'windDirection | west_tot_zuidwest', 'windSpeedBft | 6'];De wind is west tot zuidwest en is matig, in de noordelijke kustgebieden en op het IJsselmeer vrij krachtig, in het Waddengebied mogelijk krachtig, 6 Bft.
['cloudAmount | bewolkt', 'locationArea | in_het_zuiden', 'locationArea | vrijwel_overal', 'weatherArea | plaatselijk', 'weatherFrequency | af_en_toe', 'weatherType | motregen', 'weatherType | regen'];Het is vrijwel overal bewolkt en vooral in het zuiden valt plaatselijk af en toe regen of motregen.
['locationArea | in_de_noordelijke_helft', 'timePoint | In_de_loop_van_de_middag', 'weatherChange | geleidelijk', 'weatherFrequency | perioden', 'weatherType | droog', 'weatherType | zon'];In de loop van de middag komen er in de noordelijke helft geleidelijk perioden met zon en wordt het daar droog.
['locationArea | in_het_zuiden', 'timePoint | in_de_loop_van_vanavond', 'weatherArea | hier_en_daar', 'weatherType | klaart'];Pas in de loop van vanavond klaart het ook in het zuiden hier en daar op.
['locationArea | in_het_noordoosten', 'locationArea | in_het_uiterste_zuiden', 'maximumTemperature | 16°C', 'maximumTemperature | 19°C'];De maximumtemperatuur loopt uiteen van 16°C in het noordoosten tot 19°C in het uiterste zuiden.
['timePoint | vanmiddag', 'timePoint | vanochtend', 'weatherFrequency | overwegend', 'windAmount | zwak_tot_matig', 'windDirection | tussen_west_en_noord', 'windDirection | veranderlijke'];De wind is zwak tot matig, vanochtend uit veranderlijke richtingen, vanmiddag overwegend vanuit richtingen tussen west en noord.
['timePoint | Komende_nacht', 'weatherFrequency | overwegend', 'weatherType | droog', 'weatherType | opklaringen'];Komende nacht zijn er opklaringen en blijft het overwegend droog.
['locationArea | In_de_zuidelijke_helft', 'weatherOccurringChance | kans', 'weatherType | mist', 'weatherType | mistbanken'];In de zuidelijke helft is er kans op mist of mistbanken.
['locationArea | aan_zee', 'locationArea | in_het_binnenland', 'minimumTemperature | 12°C', 'minimumTemperature | 7°C', 'weatherArea | plaatselijk'];De minimumtemperatuur loopt uiteen van 7°C plaatselijk in het binnenland tot 12°C aan zee.
['windAmount | zwakke_tot_matige', 'windDirection | (noord)westelijke'];Er staat een zwakke tot matige (noord)westelijke wind.
['locationArea | In_het_Waddengebied', 'windAmount | (vrij)_krachtig', 'windChange | toe'];In het Waddengebied neemt de wind toe naar (vrij) krachtig.
['cloudAmount | wisselend_bewolkt', 'locationArea | in_de_noordoostelijke_helft', 'timePoint | Morgen_overdag', 'weatherIntensity | enkele', 'weatherType | buien'];Morgen overdag is het wisselend bewolkt met vooral in de noordoostelijke helft enkele buien.
['locationArea | in_het_Waddengebied', 'locationArea | in_het_zuiden_van_het_land', 'temperatureCelsius | 16°C', 'temperatureCelsius | 21°C', 'timePoint | middagtemperatuur', 'weatherArea | lokaal'];De middagtemperatuur loopt uiteen van 16°C in het Waddengebied tot lokaal 21°C in het zuiden van het land.
['locationArea | aan_zee', 'locationArea | op_het_IJsselmeer', 'windAmount | (vrij)_krachtige', 'windAmount | matige', 'windDirection | noordwestenwind'];Er staat een matige, aan zee en op het IJsselmeer (vrij) krachtige noordwestenwind.
['cloudAmount | bewolking', 'timePoint | Vandaag', 'weatherType | zon'];Vandaag overheerst de bewolking, maar laat de zon zich soms ook zien.
['locationArea | Verspreid_over_het_land', 'weatherFrequency | enkele', 'weatherIntensity | lichte', 'weatherType | buien'];Verspreid over het land komen enkele lichte buien voor.
['temperatureCelsius | 6°C', 'timePoint | middagtemperatuur'];De middagtemperatuur ligt rond 6°C.
['locationArea | Landinwaarts', 'locationArea | in_de_kustgebieden', 'windAmount | matige'];Landinwaarts staat een zwakke tot matige noordwestelijke wind, in de kustgebieden staat een matige wind uit het noorden.
['cloudAmount | bewolking', 'timePoint | In_de_nacht_naar_vrijdag', 'timePoint | vrijdag_overdag'];In de nacht naar vrijdag en vrijdag overdag blijft de bewolking de boventoon voeren.
['locationArea | op_de_meeste_plaatsen', 'timePoint | in_de_nacht', 'weatherArea | lokaal', 'weatherIntensity | beetje', 'weatherType | droog'];Het blijft op de meeste plaatsen droog, maar er kan vooral in de nacht nog lokaal een beetje regen vallen.
['locationArea | In_Zuid-Limburg', 'weatherOccurringChance | niet_geheel_uitgesloten', 'weatherType | mist'];In Zuid-Limburg is mist niet geheel uitgesloten.
['locationArea | dieper_landinwaarts', 'minimumTemperature | 3°C', 'weatherArea | lokaal', 'weatherChange | afkoelen', 'weatherType | opklaring'];De minimumtemperatuur ligt omstreeks 3°C, dieper landinwaarts kan het in een opklaring lokaal naar het vriespunt afkoelen.
['temperatureCelsius | 7', 'timePoint | Vrijdag_overdag'];Vrijdag overdag wordt het een graad of 7.
['windAmount | zwak_tot_matig', 'windChange | west-_tot_noordwestenwind'];De west- tot noordwestenwind is eerst zwak tot matig.
['locationArea | boven_land', 'weatherFrequency | af_en_toe', 'windAmount | krachtig', 'windChange | toe', 'windSpeedBft | 6'];Overdag neemt de wind boven land toe naar matig, aan de kust naar vrij krachtig, in het Waddengebied af en toe krachtig, 6 Bft.
['cloudAmount | enkele_wolkenvelden', 'locationArea | in_het_noorden', 'weatherIntensity | brede', 'weatherType | opklaringen'];Er zijn brede opklaringen, maar vooral in het noorden ook enkele wolkenvelden.
['cloudType | sluierbewolking', 'compassDirection | noordwesten'];Van het noordwesten uit trekt er bovendien sluierbewolking over.
['locationArea | Verspreid_over_het_land', 'weatherArea | lokaal', 'weatherType | mistbanken'];Verspreid over het land komen er mistbanken voor, die eerst lokaal verkeersbelemmerend kunnen zijn.
['minimumTemperature | 0°C'];De minima lopen uiteen van 0°C in het oosten tot 7°C aan zee.
['windAmount | zwakke', 'windDirection | uiteenlopende'];Er staat een zwakke wind uit uiteenlopende richtingen.
['locationArea | In_het_Waddengebied', 'windAmount | matige', 'windDirection | westelijke'];In het Waddengebied staat een matige wind uit westelijke richtingen.
['cloudAmount | wolkenvelden', 'locationArea | in_de_noordelijke_helft', 'timePoint | Overdag', 'weatherChange | lossen', 'weatherType | mistbanken'];Overdag lossen de mistbanken vrij snel op en komen er in de noordelijke helft wolkenvelden voor.
['weatherType | Regen'];Regen wordt daar niet of nauwelijks uit verwacht.
['cloudType | sluierbewolking', 'locationArea | In_de_rest_van_het_land', 'weatherFrequency | van_tijd_tot_tijd', 'weatherType | zon'];In de rest van het land is er meer zon, al trekt er van tijd tot tijd ook sluierbewolking over.
['temperatureCelsius | 15°C', 'timePoint | vanmiddag'];Het wordt vanmiddag ongeveer 15°C.
['locationArea | aan_zee', 'windAmount | zwakke', 'windDirection | westenwind'];Er staat een zwakke, aan zee matige westenwind.
['locationArea | In_het_zuiden', 'windDirection | veranderlijke'];In het zuiden komt de wind uit veranderlijke richtingen.
['locationArea | in_het_zuiden', 'timePoint | Komende_nacht', 'weatherIntensity | brede'];Komende nacht zijn er vooral in het zuiden brede opklaringen, met kans op vorming van enkele mistbanken.
['cloudAmount | wolkenvelden', 'locationArea | Elders'];Elders blijven er wolkenvelden aanwezig.
['minimumTemperature | 2°C'];De minima lopen uiteen van 2°C in het zuiden tot 12°C op de Wadden.
['windAmount | zwakke', 'windDirection | zuidwestenwind'];Er staat een zwakke, aan zee en op het IJsselmeer matige zuidwestenwind.
['cloudAmount | wolkenvelden', 'locationArea | in_het_noorden', 'timePoint | Zondag_overdag', 'weatherOccurringChance | waarschijnlijk', 'weatherType | zon'];Zondag overdag zijn er vooral in het noorden en midden wolkenvelden, in het zuiden is er waarschijnlijk ook ruimte voor de zon.
['cloudAmount | bewolking', 'cloudChange | dikker', 'locationArea | in_het_noordwesten', 'timePoint | In_de_loop_van_de_avond', 'weatherIntensity | lichte', 'weatherType | regen'];In de loop van de avond wordt de bewolking in het noordwesten dikker en kan daar lichte regen gaan vallen.
['temperatureCelsius | 16°C'];Het wordt ongeveer 16°C.
['windAmount | zwak', 'windDirection | zuidwestenwind'];De zuidwestenwind is zwak, in het noorden en noordwesten matig.
['locationArea | In_het_zuidoosten', 'windAmount | zwak'];In het zuidoosten is de wind zwak en variabel.
['locationArea | op_de_meeste_plaatsen', 'timePoint | Vannacht', 'weatherFrequency | langdurig', 'weatherType | regent'];Vannacht regent het op de meeste plaatsen langdurig.
['locationArea | in_het_noorden', 'weatherType | regen'];De meeste regen wordt in het noorden en midden verwacht.
['minimumTemperature | 12°C'];De minima liggen tussen 12°C in het noordoosten en 14°C in het zuidwesten.
['windAmount | matig', 'windDirection | zuidelijk'];De wind is zuidelijk en matig.
['locationArea | Aan_de_westkust', 'windAmount | krachtig_tot_hard', 'windChange | toe', 'windSpeedBft | 6-7'];Aan de westkust neemt de wind toe naar krachtig tot hard, 6-7 Bft.
['locationArea | In_het_Waddengebied', 'windAmount | zwak_tot_matig', 'windChange | oost_tot_zuidoost'];In het Waddengebied draait de wind naar oost tot zuidoost en is zwak tot matig.
['compassDirection | oostwaarts', 'timePoint | In_de_ochtend', 'weatherIntensity | aantal', 'weatherType | regengebied'];In de ochtend trekt het regengebied oostwaarts, maar er volgt al snel een aantal buien.
['compassDirection | westen', 'timePoint | In_de_middag', 'weatherIntensity | enkele', 'weatherOccurringChance | mogelijk', 'weatherType | klaart'];In de middag klaart het van het westen uit op, maar een enkele bui blijft mogelijk.
['locationArea | in_het_zuiden_van_het_land', 'timePoint | Vanaf_de_tweede_helft_van_de_middag', 'weatherChange | fors_toe', 'weatherType | buienkans'];Vanaf de tweede helft van de middag neemt de buienkans vooral in het zuiden van het land weer fors toe.
['weatherType | buien'];Deze buien kunnen gepaard gaan met onweer en hagel.
['maximumTemperature | 15°C'];De maximumtemperatuur loopt uiteen van 15°C in het uiterste noorden tot 19°C in het zuiden.
['locationArea | aan_de_kust', 'windAmount | matig', 'windDirection | zuidwestelijk'];De wind is zuidwestelijk, matig en aan de kust eerst nog krachtig.
['timePoint | In_de_middag', 'timePoint | in_de_avond', 'windChange | via_west_naar_noord_tot_noordoost', 'windDirection | noord_tot_noordoost'];In de middag draait de wind op de Wadden via west naar noord tot noordoost, in de avond wordt de wind ook elders noord tot noordoost.
['locationArea | in_het_zuidoosten', 'timePoint | In_de_nacht_naar_woensdag', 'weatherFrequency | af_en_toe', 'weatherType | regent'];In de nacht naar woensdag regent het in het zuidoosten nog af en toe.
['locationArea | Elders', 'locationArea | in_het_Waddengebied', 'weatherIntensity | enkele'];Elders is het droog met opklaringen, in het Waddengebied komen er later enkele buien.
['minimumTemperature | 10_°C'];De minima liggen tussen 10 °C in het zuiden en 6°C in het noordoosten.
['locationArea | aan_de_kust', 'windAmount | zwak_tot_matig', 'windDirection | noord_tot_noordoost'];De wind komt uit noord tot noordoost en is zwak tot matig, aan de kust (vrij) krachtig.
['timePoint | Woensdag_overdag', 'weatherType | zonnige'];Woensdag overdag zijn er zonnige perioden afgewisseld door een enkele bui.
['locationArea | in_het_noorden', 'timePoint | Aan_het_einde_van_de_middag', 'weatherChange | meer', 'weatherType | buien'];Aan het einde van de middag komen er in het noorden meer buien.
['temperatureCelsius | 15°C', 'timePoint | middagtemperatuur'];De middagtemperatuur ligt rond 15°C.
['locationArea | aan_de_kust', 'timePoint | later', 'weatherFrequency | af_en_toe', 'windAmount | krachtig', 'windAmount | matig_tot_vrij_krachtig', 'windDirection | noordwest'];De wind is noordwest, matig tot vrij krachtig en aan de kust krachtig, later af en toe hard.
['weatherFrequency | perioden', 'weatherType | zon'];Er zijn perioden met zon.
['locationArea | In_het_westen', 'locationArea | zuiden', 'weatherIntensity | enkele', 'weatherType | buien'];In het westen en zuiden zijn er enkele buien, vooral in het zuiden van het land komt bij de buien onweer voor.
['compassDirection | noorden', 'gustAmount | windstoten', 'gustVelocity | 60', 'precipitationAmount | veel', 'timePoint | in_korte_tijd', 'weatherArea | zeer_lokaal', 'weatherOccurringChance | kans', 'weatherType | buien', 'weatherType | kleine_hagel'];De buien trekken langzaam naar het noorden toe en gaan zeer lokaal gepaard met veel neerslag in korte tijd, ook is er kans op kleine hagel en op windstoten tot maximaal 60 km/uur.
['temperatureCelsius | 18°C', 'timePoint | middagtemperatuur', 'weatherArea | lokaal'];De middagtemperatuur loopt uiteen van 18°C in het noordelijk kustgebied lokaal 25°C in het oosten.
['weatherFrequency | af_en_toe', 'windAmount | krachtig', 'windAmount | matig', 'windDirection | noordoosten', 'windSpeedBft | 6'];De wind komt uit het noordoosten en is matig, aan zee en op het IJsselmeer vrij krachtig, in het noordelijk kustgebied af en toe krachtig, 6 Bft.
['locationArea | in_het_zuiden', 'timePoint | In_de_loop_van_de_middag', 'windChange | zuidwest'];In de loop van de middag draait de wind in het zuiden naar zuidwest.
['locationArea | noorden', 'timePoint | Komende_nacht', 'weatherIntensity | enkele', 'weatherType | regen-'];Komende nacht heeft het noorden eerst nog te maken met enkele regen- en onweersbuien.
['locationArea | Elders', 'weatherArea | plaatselijk', 'weatherFrequency | overwegend', 'weatherType | droog'];Elders is het overwegend droog, komen opklaringen voor en kan plaatselijk een mistbank ontstaan.
['minimumTemperature | 11°C'];De minimumtemperatuur loopt uiteen van 11°C in het zuiden tot 15°C in het noordoosten.
['weatherOccurringChance | mogelijk', 'windAmount | krachtig', 'windAmount | zwak_tot_matig', 'windSpeedBft | 6'];De wind is zwak tot matig, in het noordelijk kustgebied en op het IJsselmeer vrij krachtig, eerst mogelijk krachtig, 6 Bft.
['locationArea | In_het_noorden', 'locationArea | elders'];In het noorden komt de wind vanuit noordoostelijke richtingen, elders is de wind zuidwest.
['cloudAmount | tamelijk_veel_bewolking', 'timePoint | Morgen_overdag'];Morgen overdag is er tamelijk veel bewolking.
['locationArea | op_de_meeste_plaatsen', 'timePoint | in_de_middag', 'timePoint | ochtend', 'weatherChange | toe', 'weatherOccurringChance | kans'];De ochtend verloopt op de meeste plaatsen droog, in de middag neemt de kans op een bui weer toe.
['temperatureCelsius | 17°C', 'timePoint | middagtemperatuur', 'weatherArea | plaatselijk'];De middagtemperatuur ligt tussen 17°C in het zuidwesten en plaatselijk 21°C in het (noord)oosten.
['locationArea | in_het_noorden', 'windAmount | zwakke_tot_matige', 'windDirection | tussen_west_en_zuid'];De zwakke tot matige wind  komt uit richtingen tussen west en zuid, in het noorden is de wind noordelijk.
['timePoint | Vanavond', 'weatherType | opklaringen'];Vanavond zijn er opklaringen en blijft het droog.
['cloudAmount | bewolking', 'cloudChange | toe', 'compassDirection | noordoostwaarts', 'timePoint | Vannacht', 'weatherFrequency | af_en_toe', 'weatherIntensity | lichte', 'weatherType | regen'];Vannacht neemt de bewolking toe en trekt een zone met af en toe lichte regen noordoostwaarts over het land.
['minimumTemperature | 3°C', 'weatherArea | plaatselijk'];De minimumtemperatuur loopt uiteen van 3°C plaatselijk in het noordoosten tot 7°C in het zuidwesten.
['locationArea | langs_de_kust', 'windAmount | matig', 'windChange | zuid_tot_zuidoost'];De wind draait naar zuid tot zuidoost en is matig, langs de kust vrij krachtig.
['cloudAmount | bewolking', 'locationArea | in_het_westen,_midden_en_noorden', 'timePoint | Morgen_overdag', 'weatherFrequency | van_tijd_tot_tijd', 'weatherType | regent'];Morgen overdag overheerst de bewolking en regent het vooral in het westen, midden en noorden van tijd tot tijd.
['locationArea | In_het_zuidoosten', 'weatherFrequency | even', 'weatherOccurringChance | misschien', 'weatherType | zon'];In het zuidoosten is de zon misschien ook even te zien.
['locationArea | boven_land', 'windAmount | matig_tot_vrij_krachtig', 'windChange | toe', 'windDirection | zuidelijk'];De wind is zuidelijk en neemt boven land toe naar matig tot vrij krachtig.
['locationArea | Langs_de_kust', 'locationArea | boven_het_IJsselmeer', 'windAmount | (vrij)_krachtige'];Langs de kust en boven het IJsselmeer staat een (vrij) krachtige wind.
['maximumTemperature | 10°C'];De maximumtemperatuur varieert van 10°C in het noordwesten tot 15°C in Zuid-Limburg.
['cloudAmount | bewolkt', 'compassDirection | westen', 'timePoint | vanavond', 'weatherFrequency | perioden', 'weatherType | regen'];Het is bewolkt en vanavond zijn er van het westen uit perioden met regen.
['windAmount | krachtig', 'windAmount | vrij_krachtig', 'windDirection | zuid-_tot_zuidwestenwind'];De zuid- tot zuidwestenwind is vrij krachtig, in de kustprovincies krachtig en langs de kust en boven het IJsselmeer hard, 7 Bft, in het noordelijk kustgebied stormachtig, 8 Bft.
['locationArea | zuidoosten', 'timePoint | Vannacht', 'weatherType | regen'];Vannacht verlaat het gebied met regen het zuidoosten.
['weatherOccurringChance | kans', 'weatherType | opklaringen'];Er volgen opklaringen en er is kans op een bui.
['minimumTemperature | 7°C'];De minimumtemperatuur wordt ongeveer 7°C.
['windAmount | vrij_krachtig', 'windDirection | zuidwestenwind'];De zuidwestenwind is vrij krachtig, aan zee en boven het IJsselmeer hard.
['locationArea | in_de_zuidoostelijke_helft', 'timePoint | Zaterdag_overdag', 'weatherFrequency | af_en_toe', 'weatherOccurringChance | kans', 'weatherType | zon'];Zaterdag overdag is er af en toe zon maar er is ook kans op een bui, vooral in de zuidoostelijke helft.
['temperatureCelsius | 9', 'timePoint | middagtemperatuur'];De middagtemperatuur wordt een graad of 9.
['locationArea | boven_land', 'windChange | toeneemt', 'windDirection | zuidwestenwind', 'windSpeedBft | 8'];Het wordt onstuimig met een zuidwestenwind die boven land toeneemt naar krachtig tot hard, aan de kust en boven het IJsselmeer tot stormachtig, 8 Bft.
['locationArea | In_het_Waddengebied', 'weatherFrequency | enige_tijd', 'windAmount | stormkracht', 'windSpeedBft | 9'];In het Waddengebied bereikt de wind mogelijk enige tijd stormkracht, 9 Bft.
['gustAmount | zware_windstoten', 'gustVelocity | 80-90', 'locationArea | In_een_groot_deel_van_het_land,_het_zuidoosten_en_oosten_uitgezonderd'];In een groot deel van het land, het zuidoosten en oosten uitgezonderd, kunnen zware windstoten voorkomen van 80-90 km/uur.
['cloudAmount | wolkenvelden', 'timePoint | Vandaag', 'weatherFrequency | perioden', 'weatherType | zonnige'];Vandaag zijn er zonnige perioden, maar ook wolkenvelden.
['locationArea | vrijwel_overal', 'weatherType | droog'];Het is vrijwel overal droog.
['locationArea | in_het_noordelijk_kustgebied', 'locationArea | in_het_zuidoosten', 'temperatureCelsius | 17°C', 'temperatureCelsius | 22°C', 'timePoint | middagtemperatuur', 'weatherArea | lokaal'];De middagtemperatuur ligt tussen 17°C in het noordelijk kustgebied en lokaal 22°C in het zuidoosten.
['windAmount | zwak_tot_matig', 'windDirection | noordelijke'];De noordelijke wind is zwak tot matig.
['cloudAmount | enkele_wolkenvelden', 'locationArea | in_het_noorden', 'timePoint | Komende_nacht', 'weatherType | klaart'];Komende nacht klaart het op, alleen in het noorden trekken ook enkele wolkenvelden over.
['weatherType | grondmist'];Hier en daar ontstaat wat grondmist.
['minimumTemperature | 9°C', 'windAmount | zwak_tot_matig', 'windDirection | noordelijke'];De minimumtemperatuur ligt rond de 9°C en de noordelijke wind is zwak tot matig.
['cloudType | (sluier)bewolking', 'timePoint | Morgen_overdag', 'weatherType | droog', 'weatherType | zon'];Morgen overdag is er naast zon ook (sluier)bewolking en blijft het droog.
['locationArea | in_het_zuidoosten_van_het_land', 'locationArea | vlak_aan_zee', 'temperatureCelsius | 19°C', 'temperatureCelsius | 24°C', 'timePoint | middagtemperatuur'];De middagtemperatuur loopt uiteen van 19°C vlak aan zee tot 24°C in het zuidoosten van het land.
['windAmount | zwak_tot_matig', 'windDirection | tussen_west_en_noord'];De wind waait uit richtingen tussen west en noord en is zwak tot matig.
['cloudAmount | dunne', 'cloudType | sluierbewolking', 'locationArea | in_het_noorden', 'weatherType | zonnig'];Het is zonnig, vooral in het noorden drijft er soms wat dunne sluierbewolking over.
['temperatureCelsius | 21°C', 'timePoint | middagtemperatuur', 'weatherType | droog'];Het blijft droog en de middagtemperatuur loopt uiteen van 21°C in het noordelijk kustgebied tot 26°C in het zuidoosten.
['timePoint | in_de_loop_van_de_dag', 'windAmount | zwak_tot_matig', 'windChange | westen', 'windDirection | zuidoostelijke'];De zuidoostelijke wind is zwak tot matig en draait in de loop van de dag naar het westen.
['cloudAmount | weinig_bewolking', 'minimumTemperature | 8°C', 'timePoint | Komende_nacht', 'weatherArea | lokaal'];Komende nacht is er weinig bewolking en ligt de minimumtemperatuur tussen 8°C lokaal landinwaarts en 15°C vlak aan zee.
['locationArea | in_het_noordelijk_kustgebied', 'windAmount | weinig', 'windDirection | zuid_tot_zuidwest'];Er staat weinig wind, in het noordelijk kustgebied is de wind matig uit zuid tot zuidwest.
